ranker,player,nationality,position,team,comp_level,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches,player_id
2250,Carlos Romero,es ESP,DF,Espanyol,es La Liga,22,2001,28.4,2,29,6,20.7,1.02,0.21,0.07,0.33,20.8,1,0,0,2.0,2.0,0.07,0.0,0.0,Matches,2251
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
2251,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26,1998,15.7,1,16,8,50.0,1.02,0.51,0.06,0.13,9.1,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches,2252
2252,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24,2000,24.0,4,53,17,32.1,2.21,0.71,0.08,0.24,16.9,0,0,1,6.8,6.0,0.11,-2.8,-2.0,Matches,2253
2253,Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,19,2004,2.2,0,1,0,0.0,0.45,0.00,0.00,,38.7,0,0,1,0.8,0.0,0.02,-0.8,0.0,Matches,2254
2254,Oriol Romeu,es ESP,MF,Girona,es La Liga,32,1991,15.1,0,5,1,20.0,0.33,0.07,0.00,0.00,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2255
2255,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,29,1994,17.4,3,14,7,50.0,0.81,0.40,0.21,0.43,21.6,0,0,0,1.0,1.0,0.07,+2.0,+2.0,Matches,2256
2256,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33,1991,34.0,4,14,4,28.6,0.41,0.12,0.29,1.00,22.7,0,0,0,0.9,0.9,0.06,+3.1,+3.1,Matches,2257
2257,Vitor Roque,br BRA,FW,Betis,es La Liga,19,2005,13.7,4,41,18,43.9,2.99,1.31,0.10,0.22,14.5,0,0,0,6.1,6.1,0.15,-2.1,-2.1,Matches,2258
2258,Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,27,1997,19.7,3,16,7,43.8,0.81,0.35,0.13,0.29,16.1,0,1,1,3.8,3.0,0.19,-0.8,-1.0,Matches,2259
2259,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,22,2002,19.3,2,12,5,41.7,0.62,0.26,0.17,0.40,12.7,0,0,0,1.9,1.9,0.16,+0.1,+0.1,Matches,2260
2260,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21,2003,13.9,1,5,1,20.0,0.36,0.07,0.20,1.00,12.3,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches,2261
2261,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,27,1996,28.8,1,14,4,28.6,0.49,0.14,0.07,0.25,18.7,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches,2262
2262,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,19,2004,18.6,3,23,9,39.1,1.24,0.49,0.13,0.33,11.7,0,0,0,1.8,1.8,0.08,+1.2,+1.2,Matches,2263
2263,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23,2001,10.8,0,7,3,42.9,0.65,0.28,0.00,0.00,11.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,2264
2264,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23,2001,13.5,1,5,1,20.0,0.37,0.07,0.20,1.00,6.5,0,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches,2265
2265,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,20,2004,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2266
2266,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,de Bundesliga,31,1993,1.5,0,2,0,0.0,1.32,0.00,0.00,,20.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,2267
2267,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22,2001,30.2,0,28,8,28.6,0.93,0.26,0.00,0.00,23.4,2,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches,2268
2268,Jonathan Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21,2003,9.0,3,36,15,41.7,4.01,1.67,0.08,0.20,16.8,0,0,0,3.5,3.5,0.10,-0.5,-0.5,Matches,2269
2269,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30,1994,37.8,1,28,3,10.7,0.74,0.08,0.04,0.33,9.2,0,0,0,2.9,2.9,0.10,-1.9,-1.9,Matches,2270
2270,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,17,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2271
2271,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31,1993,25.5,0,24,4,16.7,0.94,0.16,0.00,0.00,18.0,0,0,0,1.7,1.7,0.07,-1.7,-1.7,Matches,2272
2272,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22,2002,19.5,0,3,2,66.7,0.15,0.10,0.00,0.00,20.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,2273
2273,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28,1996,14.6,1,16,4,25.0,1.10,0.27,0.06,0.25,19.0,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches,2274
2274,Abel Ruiz,es ESP,FW,Girona,es La Liga,24,2000,15.0,4,21,7,33.3,1.40,0.47,0.14,0.43,14.0,0,1,2,4.6,3.0,0.14,-0.6,0.0,Matches,2275
2275,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2276
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
2276,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28,1996,21.4,4,43,12,27.9,2.01,0.56,0.09,0.33,18.7,0,0,0,4.3,4.3,0.10,-0.3,-0.3,Matches,2277
2277,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32,1992,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2278
2278,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22,2002,18.4,5,50,12,24.0,2.72,0.65,0.10,0.42,15.5,0,0,0,4.6,4.6,0.09,+0.4,+0.4,Matches,2279
2279,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32,1992,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2280
2280,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26,1997,25.1,2,18,5,27.8,0.72,0.20,0.11,0.40,20.4,0,0,0,0.7,0.7,0.04,+1.3,+1.3,Matches,2281
2281,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31,1992,28.0,0,1,0,0.0,0.04,0.00,0.00,,7.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,2282
2282,José Sá,pt POR,GK,Wolves,eng Premier League,31,1993,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2283
2283,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24,1999,10.0,3,26,8,30.8,2.60,0.80,0.12,0.38,17.6,0,0,0,2.8,2.8,0.11,+0.2,+0.2,Matches,2284
2284,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31,1993,17.6,0,5,0,0.0,0.28,0.00,0.00,,20.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,2285
2285,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26,1997,7.3,0,15,4,26.7,2.07,0.55,0.00,0.00,12.5,0,0,0,1.9,1.9,0.13,-1.9,-1.9,Matches,2286
2286,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31,1993,22.9,0,6,1,16.7,0.26,0.04,0.00,0.00,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,2287
2287,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30,1994,18.0,1,21,8,38.1,1.17,0.45,0.05,0.13,20.8,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches,2288
2288,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29,1995,13.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2289
2289,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27,1997,9.2,5,20,7,35.0,2.18,0.76,0.25,0.71,13.2,0,0,0,3.4,3.4,0.19,+1.6,+1.6,Matches,2290
2290,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27,1997,2.5,0,5,0,0.0,1.98,0.00,0.00,,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,2291
2291,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25,1999,15.4,7,25,12,48.0,1.62,0.78,0.28,0.58,16.7,0,0,0,2.5,2.5,0.10,+4.5,+4.5,Matches,2292
2292,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2293
2293,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27,1996,18.8,1,8,3,37.5,0.43,0.16,0.13,0.33,8.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,Matches,2294
2294,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25,1999,9.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2295
2295,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25,1999,23.8,2,11,3,27.3,0.46,0.13,0.18,0.67,11.5,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches,2296
2296,Richie Sagrado,be BEL,DF,Venezia,it Serie A,20,2004,1.6,0,1,0,0.0,0.64,0.00,0.00,,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,2297
2297,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23,2001,14.4,3,23,8,34.8,1.60,0.56,0.13,0.38,15.6,0,0,0,2.9,2.9,0.13,+0.1,+0.1,Matches,2298
2298,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29,1995,10.1,3,17,7,41.2,1.69,0.70,0.18,0.43,11.2,0,0,0,3.2,3.2,0.19,-0.2,-0.2,Matches,2299
2299,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25,1998,11.3,1,8,4,50.0,0.71,0.35,0.13,0.25,10.8,0,0,0,1.0,1.0,0.15,0.0,0.0,Matches,2300
2300,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22,2001,19.2,6,66,22,33.3,3.44,1.15,0.08,0.23,15.6,1,1,1,6.8,6.0,0.09,-0.8,-1.0,Matches,2301
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
2301,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,16,2008,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2302
2302,Marco Sala,it ITA,DF,Como,it Serie A,25,1999,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2303
2303,Marco Sala,it ITA,DF,Lecce,it Serie A,25,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2304
2304,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,22,2001,4.0,1,13,4,30.8,3.27,1.01,0.08,0.25,19.7,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches,2305
2305,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32,1992,37.5,29,121,50,41.3,3.23,1.33,0.17,0.40,14.5,1,9,9,25.2,18.2,0.15,+3.8,+1.8,Matches,2306
2306,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,22,2002,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,13.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches,2307
2307,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24,2000,4.1,0,9,3,33.3,2.17,0.72,0.00,0.00,16.3,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,2308
2308,Jan Salas,es ESP,"MF,FW",Mallorca,es La Liga,18,2005,0.5,0,2,0,0.0,4.19,0.00,0.00,,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2309
2309,Kike Salas,es ESP,DF,Sevilla,es La Liga,22,2002,24.9,3,23,6,26.1,0.92,0.24,0.13,0.50,12.7,0,0,0,1.9,1.9,0.08,+1.1,+1.1,Matches,2310
2310,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,27,1996,25.7,2,29,6,20.7,1.13,0.23,0.07,0.33,22.3,0,0,0,1.5,1.5,0.05,+0.5,+0.5,Matches,2311
2311,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23,2001,33.8,2,6,2,33.3,0.18,0.06,0.33,1.00,5.4,0,0,0,2.3,2.3,0.38,-0.3,-0.3,Matches,2312
2312,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25,1999,11.4,1,8,4,50.0,0.70,0.35,0.13,0.25,8.1,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches,2313
2313,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27,1997,0.5,0,3,1,33.3,5.87,1.96,0.00,0.00,22.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,2314
2314,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31,1992,8.9,0,5,2,40.0,0.56,0.23,0.00,0.00,9.8,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches,2315
2315,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22,2002,13.0,2,33,12,36.4,2.54,0.92,0.06,0.17,19.6,3,0,0,2.0,2.0,0.06,0.0,0.0,Matches,2316
2316,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28,1996,3.2,0,3,1,33.3,0.93,0.31,0.00,0.00,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,2317
2317,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,28,1995,0.4,0,1,0,0.0,2.73,0.00,0.00,,8.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,2318
2318,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28,1995,12.8,2,29,8,27.6,2.27,0.63,0.07,0.25,15.8,0,0,0,3.0,3.0,0.10,-1.0,-1.0,Matches,2319
2319,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30,1994,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2320
2320,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30,1994,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2321
2321,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24,1999,16.3,0,13,5,38.5,0.80,0.31,0.00,0.00,19.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,2322
2322,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,27,1996,4.3,0,10,1,10.0,2.33,0.23,0.00,0.00,25.5,4,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,2323
2323,Chuky san jose,es ESP,MF,Valladolid,es La Liga,20,2004,8.1,2,16,7,43.8,1.98,0.87,0.13,0.29,19.3,0,0,0,2.2,2.2,0.14,-0.2,-0.2,Matches,2324
2324,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28,1996,14.6,2,18,4,22.2,1.23,0.27,0.11,0.50,15.1,0,0,1,2.9,2.1,0.12,-0.9,-0.1,Matches,2325
2325,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24,2000,18.0,15,47,17,36.2,2.61,0.94,0.26,0.71,16.7,1,3,3,9.7,7.3,0.16,+5.3,+4.7,Matches,2326
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
2326,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35,1988,4.9,0,7,0,0.0,1.44,0.00,0.00,,15.9,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches,2327
2327,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,27,1997,15.5,0,17,2,11.8,1.10,0.13,0.00,0.00,19.3,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,2328
2328,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,31,1992,15.6,2,15,5,33.3,0.96,0.32,0.13,0.40,21.1,2,0,0,0.7,0.7,0.04,+1.3,+1.3,Matches,2329
2329,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27,1997,22.5,2,11,5,45.5,0.49,0.22,0.18,0.40,23.5,5,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches,2330
2330,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,20,2003,19.1,4,13,6,46.2,0.68,0.31,0.31,0.67,12.1,0,0,0,2.1,2.1,0.17,+1.9,+1.9,Matches,2331
2331,Manu Sánchez,es ESP,DF,Alavés,es La Liga,23,2000,29.3,1,12,2,16.7,0.41,0.07,0.08,0.50,16.7,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches,2332
2332,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26,1997,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2333
2333,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24,2000,19.6,3,24,8,33.3,1.22,0.41,0.13,0.38,15.1,0,0,0,2.2,2.2,0.09,+0.8,+0.8,Matches,2334
2334,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26,1998,15.6,1,18,7,38.9,1.16,0.45,0.06,0.14,21.1,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,2335
2335,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24,2000,5.0,0,1,0,0.0,0.20,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,2336
2336,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28,1996,18.2,11,67,29,43.3,3.68,1.59,0.16,0.38,16.6,2,0,0,10.2,10.2,0.15,+0.8,+0.8,Matches,2337
2337,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22,2002,13.8,3,7,4,57.1,0.51,0.29,0.43,0.75,9.3,0,0,0,1.0,1.0,0.14,+2.0,+2.0,Matches,2338
2338,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26,1997,6.6,0,1,1,100.0,0.15,0.15,0.00,0.00,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,2339
2339,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,18,2006,12.9,0,3,0,0.0,0.23,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2340
2340,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,23,2001,8.4,1,19,7,36.8,2.27,0.84,0.05,0.14,15.1,0,0,0,3.5,3.5,0.18,-2.5,-2.5,Matches,2341
2341,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23,2000,33.8,0,20,2,10.0,0.59,0.06,0.00,0.00,20.2,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches,2342
2342,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29,1994,2.6,3,9,4,44.4,3.45,1.53,0.33,0.75,16.6,0,0,0,1.5,1.5,0.17,+1.5,+1.5,Matches,2343
2343,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,32,1991,0.7,0,3,1,33.3,4.15,1.38,0.00,0.00,26.0,2,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,2344
2344,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,29,1995,10.3,0,16,3,18.8,1.55,0.29,0.00,0.00,20.8,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,2345
2345,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29,1995,5.4,0,4,1,25.0,0.75,0.19,0.00,0.00,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2346
2346,Yellu Santiago,es ESP,MF,Getafe,es La Liga,20,2004,4.1,0,1,0,0.0,0.24,0.00,0.00,,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,2347
2347,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20,2004,31.7,10,46,16,34.8,1.45,0.50,0.22,0.63,16.2,0,0,0,5.1,5.1,0.11,+4.9,+4.9,Matches,2348
2348,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,21,2003,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2349
2349,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22,2002,4.5,0,8,4,50.0,1.78,0.89,0.00,0.00,20.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,2350
2350,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32,1992,9.0,3,17,8,47.1,1.88,0.88,0.18,0.38,18.9,2,0,0,2.9,2.9,0.17,+0.1,+0.1,Matches,2351
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
2351,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2352
2352,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23,2001,21.2,4,23,7,30.4,1.09,0.33,0.17,0.57,14.3,0,0,0,3.2,3.2,0.15,+0.8,+0.8,Matches,2353
2353,Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,26,1998,30.1,8,59,29,49.2,1.96,0.96,0.14,0.28,13.2,0,0,0,10.7,10.7,0.19,-2.7,-2.7,Matches,2354
2354,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,25,1999,15.4,0,6,1,16.7,0.39,0.06,0.00,0.00,16.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,2355
2355,Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,18,2005,26.3,0,5,0,0.0,0.19,0.00,0.00,,6.7,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches,2356
2356,Martin Satriano,uy URU,"FW,DF",Lens,fr Ligue 1,23,2001,1.0,0,5,0,0.0,5.11,0.00,0.00,,13.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,2357
2357,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22,2002,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2358
2358,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32,1991,26.3,2,45,14,31.1,1.71,0.53,0.00,0.00,26.9,13,2,2,3.8,2.3,0.05,-1.8,-2.3,Matches,2359
2359,Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,20,2004,19.6,1,55,21,38.2,2.80,1.07,0.02,0.05,17.6,1,0,0,5.0,5.0,0.09,-4.0,-4.0,Matches,2360
2360,Nicolò Savona,it ITA,DF,Juventus,it Serie A,21,2003,19.2,2,6,4,66.7,0.31,0.21,0.33,0.50,14.8,0,0,0,0.5,0.5,0.08,+1.5,+1.5,Matches,2361
2361,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2362
2362,Joe Scally,us USA,DF,Gladbach,de Bundesliga,21,2002,28.6,0,6,1,16.7,0.21,0.03,0.00,0.00,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,2363
2363,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20,2003,3.0,0,4,0,0.0,1.32,0.00,0.00,,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,2364
2364,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25,1999,0.1,0,1,1,100.0,15.00,15.00,0.00,0.00,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,2365
2365,Oliver Scarles,eng ENG,"DF,FW",West Ham,eng Premier League,18,2005,7.4,0,3,0,0.0,0.41,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,2366
2366,Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,20,2004,0.4,0,1,1,100.0,2.65,2.65,0.00,0.00,13.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,2367
2367,Kevin Schade,de GER,FW,Brentford,eng Premier League,22,2001,25.5,11,55,27,49.1,2.16,1.06,0.20,0.41,11.5,0,0,0,8.2,8.2,0.15,+2.8,+2.8,Matches,2368
2368,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25,1999,17.0,1,12,1,8.3,0.70,0.06,0.08,1.00,21.8,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches,2369
2369,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32,1991,32.6,4,40,11,27.5,1.23,0.34,0.10,0.36,19.8,5,0,0,3.7,3.7,0.09,+0.3,+0.3,Matches,2370
2370,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28,1996,18.7,21,68,32,47.1,3.63,1.71,0.29,0.63,11.8,0,1,1,12.7,11.9,0.17,+8.3,+8.1,Matches,2371
2371,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,30,1994,2.7,0,10,2,20.0,3.64,0.73,0.00,0.00,14.4,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches,2372
2372,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,21,2002,12.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2373
2373,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,26,1997,2.0,0,1,0,0.0,0.50,0.00,0.00,,22.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,2374
2374,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27,1997,14.4,3,12,4,33.3,0.83,0.28,0.25,0.75,12.7,0,0,0,0.8,0.8,0.06,+2.2,+2.2,Matches,2375
